id,restaurant_id,rating,review_type,author_display,content_display,created_at
50,154,2,dummy,더미 사용자,[더미 리뷰] 기대보다는 아쉬웠지만 이용은 가능했습니다.,2026-07-30T11:40:10.134419
51,154,4,dummy,더미 사용자,[더미 리뷰] 전체적으로 만족스러웠어요. 다음에도 이용할 것 같아요.,2026-07-30T11:40:10.134419
52,154,5,dummy,더미 사용자,[더미 리뷰] 재방문하고 싶은 곳이에요. 음식과 서비스가 모두 좋았습니다.,2026-07-30T11:40:10.134419
53,154,4,dummy,더미 사용자,[더미 리뷰] 메뉴가 괜찮고 제휴 혜택도 알차게 느껴졌습니다.,2026-07-30T11:40:10.134419
54,154,5,dummy,더미 사용자,[더미 리뷰] 재방문하고 싶은 곳이에요. 음식과 서비스가 모두 좋았습니다.,2026-07-30T11:40:10.134419
55,154,5,dummy,더미 사용자,[더미 리뷰] 혜택도 이용하기 좋고 매장 분위기도 만족스러웠어요.,2026-07-30T11:40:10.134419
56,155,5,dummy,더미 사용자,[더미 리뷰] 혜택도 이용하기 좋고 매장 분위기도 만족스러웠어요.,2026-07-30T11:40:10.134419
57,155,4,dummy,더미 사용자,[더미 리뷰] 전체적으로 만족스러웠어요. 다음에도 이용할 것 같아요.,2026-07-30T11:40:10.134419
58,155,3,dummy,더미 사용자,[더미 리뷰] 무난하게 이용하기 좋았어요. 다음에는 다른 메뉴도 먹어보려 해요.,2026-07-30T11:40:10.134419
59,156,5,dummy,더미 사용자,[더미 리뷰] 혜택도 이용하기 좋고 매장 분위기도 만족스러웠어요.,2026-07-30T11:40:10.134419
60,156,4,dummy,더미 사용자,[더미 리뷰] 메뉴가 괜찮고 제휴 혜택도 알차게 느껴졌습니다.,2026-07-30T11:40:10.134419
61,156,3,dummy,더미 사용자,[더미 리뷰] 보통 정도로 만족했습니다. 위치는 편리했어요.,2026-07-30T11:40:10.134419
62,156,5,dummy,더미 사용자,[더미 리뷰] 혜택도 이용하기 좋고 매장 분위기도 만족스러웠어요.,2026-07-30T11:40:10.134419
63,156,4,dummy,더미 사용자,[더미 리뷰] 메뉴가 괜찮고 제휴 혜택도 알차게 느껴졌습니다.,2026-07-30T11:40:10.134419
64,156,4,dummy,더미 사용자,[더미 리뷰] 메뉴가 괜찮고 제휴 혜택도 알차게 느껴졌습니다.,2026-07-30T11:40:10.134419
65,156,5,dummy,더미 사용자,[더미 리뷰] 재방문하고 싶은 곳이에요. 음식과 서비스가 모두 좋았습니다.,2026-07-30T11:40:10.134419
9,157,5,user_review,익명 사용자,[실제 리뷰 내용 비공개],2026-07-28T07:39:12.976199
14,157,5,user_review,익명 사용자,[실제 리뷰 내용 비공개],2026-07-28T07:40:52.074721
15,157,5,user_review,익명 사용자,[실제 리뷰 내용 비공개],2026-07-28T07:41:42.728571
22,157,3,user_review,익명 사용자,[실제 리뷰 내용 비공개],2026-07-28T07:44:55.397806
23,157,3,user_review,익명 사용자,[실제 리뷰 내용 비공개],2026-07-28T07:44:57.088064
66,157,3,dummy,더미 사용자,[더미 리뷰] 보통 정도로 만족했습니다. 위치는 편리했어요.,2026-07-30T11:40:10.134419
67,157,3,dummy,더미 사용자,[더미 리뷰] 무난하게 이용하기 좋았어요. 다음에는 다른 메뉴도 먹어보려 해요.,2026-07-30T11:40:10.134419
68,157,2,dummy,더미 사용자,[더미 리뷰] 기대보다는 아쉬웠지만 이용은 가능했습니다.,2026-07-30T11:40:10.134419
69,157,4,dummy,더미 사용자,[더미 리뷰] 메뉴가 괜찮고 제휴 혜택도 알차게 느껴졌습니다.,2026-07-30T11:40:10.134419
70,157,3,dummy,더미 사용자,[더미 리뷰] 무난하게 이용하기 좋았어요. 다음에는 다른 메뉴도 먹어보려 해요.,2026-07-30T11:40:10.134419
71,157,4,dummy,더미 사용자,[더미 리뷰] 메뉴가 괜찮고 제휴 혜택도 알차게 느껴졌습니다.,2026-07-30T11:40:10.134419
72,157,2,dummy,더미 사용자,[더미 리뷰] 기대보다는 아쉬웠지만 이용은 가능했습니다.,2026-07-30T11:40:10.134419
73,157,3,dummy,더미 사용자,[더미 리뷰] 무난하게 이용하기 좋았어요. 다음에는 다른 메뉴도 먹어보려 해요.,2026-07-30T11:40:10.134419
74,158,2,dummy,더미 사용자,[더미 리뷰] 혜택은 확인했지만 조금 아쉬운 점이 있었어요.,2026-07-30T11:40:10.134419
75,158,2,dummy,더미 사용자,[더미 리뷰] 기대보다는 아쉬웠지만 이용은 가능했습니다.,2026-07-30T11:40:10.134419
76,158,3,dummy,더미 사용자,[더미 리뷰] 무난하게 이용하기 좋았어요. 다음에는 다른 메뉴도 먹어보려 해요.,2026-07-30T11:40:10.134419
77,158,4,dummy,더미 사용자,[더미 리뷰] 메뉴가 괜찮고 제휴 혜택도 알차게 느껴졌습니다.,2026-07-30T11:40:10.134419
78,158,4,dummy,더미 사용자,[더미 리뷰] 전체적으로 만족스러웠어요. 다음에도 이용할 것 같아요.,2026-07-30T11:40:10.134419
79,158,3,dummy,더미 사용자,[더미 리뷰] 보통 정도로 만족했습니다. 위치는 편리했어요.,2026-07-30T11:40:10.134419
80,158,3,dummy,더미 사용자,[더미 리뷰] 무난하게 이용하기 좋았어요. 다음에는 다른 메뉴도 먹어보려 해요.,2026-07-30T11:40:10.134419
81,158,4,dummy,더미 사용자,[더미 리뷰] 전체적으로 만족스러웠어요. 다음에도 이용할 것 같아요.,2026-07-30T11:40:10.134419
82,159,4,dummy,더미 사용자,[더미 리뷰] 전체적으로 만족스러웠어요. 다음에도 이용할 것 같아요.,2026-07-30T11:40:10.134419
83,159,4,dummy,더미 사용자,[더미 리뷰] 메뉴가 괜찮고 제휴 혜택도 알차게 느껴졌습니다.,2026-07-30T11:40:10.134419
84,159,4,dummy,더미 사용자,[더미 리뷰] 메뉴가 괜찮고 제휴 혜택도 알차게 느껴졌습니다.,2026-07-30T11:40:10.134419
7,160,4,user_review,익명 사용자,[실제 리뷰 내용 비공개],2026-07-28T07:37:39.014963
17,160,5,user_review,익명 사용자,[실제 리뷰 내용 비공개],2026-07-28T07:43:06.929659
18,160,5,user_review,익명 사용자,[실제 리뷰 내용 비공개],2026-07-28T07:43:08.395067
20,160,5,user_review,익명 사용자,[실제 리뷰 내용 비공개],2026-07-28T07:44:30.921767
21,160,5,user_review,익명 사용자,[실제 리뷰 내용 비공개],2026-07-28T07:44:33.033843
85,160,4,dummy,더미 사용자,[더미 리뷰] 전체적으로 만족스러웠어요. 다음에도 이용할 것 같아요.,2026-07-30T11:40:10.134419
86,160,4,dummy,더미 사용자,[더미 리뷰] 전체적으로 만족스러웠어요. 다음에도 이용할 것 같아요.,2026-07-30T11:40:10.134419
87,160,3,dummy,더미 사용자,[더미 리뷰] 무난하게 이용하기 좋았어요. 다음에는 다른 메뉴도 먹어보려 해요.,2026-07-30T11:40:10.134419
88,160,5,dummy,더미 사용자,[더미 리뷰] 재방문하고 싶은 곳이에요. 음식과 서비스가 모두 좋았습니다.,2026-07-30T11:40:10.134419
89,160,5,dummy,더미 사용자,[더미 리뷰] 혜택도 이용하기 좋고 매장 분위기도 만족스러웠어요.,2026-07-30T11:40:10.134419
12,161,3,user_review,익명 사용자,[실제 리뷰 내용 비공개],2026-07-28T07:40:08.418194
13,161,3,user_review,익명 사용자,[실제 리뷰 내용 비공개],2026-07-28T07:40:09.442410
90,161,4,dummy,더미 사용자,[더미 리뷰] 전체적으로 만족스러웠어요. 다음에도 이용할 것 같아요.,2026-07-30T11:40:10.134419
91,161,3,dummy,더미 사용자,[더미 리뷰] 무난하게 이용하기 좋았어요. 다음에는 다른 메뉴도 먹어보려 해요.,2026-07-30T11:40:10.134419
92,161,3,dummy,더미 사용자,[더미 리뷰] 무난하게 이용하기 좋았어요. 다음에는 다른 메뉴도 먹어보려 해요.,2026-07-30T11:40:10.134419
93,161,4,dummy,더미 사용자,[더미 리뷰] 전체적으로 만족스러웠어요. 다음에도 이용할 것 같아요.,2026-07-30T11:40:10.134419
94,161,4,dummy,더미 사용자,[더미 리뷰] 전체적으로 만족스러웠어요. 다음에도 이용할 것 같아요.,2026-07-30T11:40:10.134419
95,161,3,dummy,더미 사용자,[더미 리뷰] 보통 정도로 만족했습니다. 위치는 편리했어요.,2026-07-30T11:40:10.134419
96,162,5,dummy,더미 사용자,[더미 리뷰] 혜택도 이용하기 좋고 매장 분위기도 만족스러웠어요.,2026-07-30T11:40:10.134419
97,162,2,dummy,더미 사용자,[더미 리뷰] 혜택은 확인했지만 조금 아쉬운 점이 있었어요.,2026-07-30T11:40:10.134419
98,162,4,dummy,더미 사용자,[더미 리뷰] 메뉴가 괜찮고 제휴 혜택도 알차게 느껴졌습니다.,2026-07-30T11:40:10.134419
99,162,3,dummy,더미 사용자,[더미 리뷰] 보통 정도로 만족했습니다. 위치는 편리했어요.,2026-07-30T11:40:10.134419
16,163,3,user_review,익명 사용자,[실제 리뷰 내용 비공개],2026-07-28T07:41:59.476730
24,163,5,user_review,익명 사용자,[실제 리뷰 내용 비공개],2026-07-28T07:45:16.629765
100,163,5,dummy,더미 사용자,[더미 리뷰] 재방문하고 싶은 곳이에요. 음식과 서비스가 모두 좋았습니다.,2026-07-30T11:40:10.134419
101,163,4,dummy,더미 사용자,[더미 리뷰] 메뉴가 괜찮고 제휴 혜택도 알차게 느껴졌습니다.,2026-07-30T11:40:10.134419
102,163,5,dummy,더미 사용자,[더미 리뷰] 혜택도 이용하기 좋고 매장 분위기도 만족스러웠어요.,2026-07-30T11:40:10.134419
103,163,4,dummy,더미 사용자,[더미 리뷰] 전체적으로 만족스러웠어요. 다음에도 이용할 것 같아요.,2026-07-30T11:40:10.134419
104,163,3,dummy,더미 사용자,[더미 리뷰] 보통 정도로 만족했습니다. 위치는 편리했어요.,2026-07-30T11:40:10.134419
105,163,2,dummy,더미 사용자,[더미 리뷰] 혜택은 확인했지만 조금 아쉬운 점이 있었어요.,2026-07-30T11:40:10.134419
106,163,2,dummy,더미 사용자,[더미 리뷰] 혜택은 확인했지만 조금 아쉬운 점이 있었어요.,2026-07-30T11:40:10.134419
107,163,3,dummy,더미 사용자,[더미 리뷰] 무난하게 이용하기 좋았어요. 다음에는 다른 메뉴도 먹어보려 해요.,2026-07-30T11:40:10.134419
108,164,4,dummy,더미 사용자,[더미 리뷰] 메뉴가 괜찮고 제휴 혜택도 알차게 느껴졌습니다.,2026-07-30T11:40:10.134419
109,164,4,dummy,더미 사용자,[더미 리뷰] 전체적으로 만족스러웠어요. 다음에도 이용할 것 같아요.,2026-07-30T11:40:10.134419
110,164,5,dummy,더미 사용자,[더미 리뷰] 재방문하고 싶은 곳이에요. 음식과 서비스가 모두 좋았습니다.,2026-07-30T11:40:10.134419
111,164,4,dummy,더미 사용자,[더미 리뷰] 메뉴가 괜찮고 제휴 혜택도 알차게 느껴졌습니다.,2026-07-30T11:40:10.134419
112,165,5,dummy,더미 사용자,[더미 리뷰] 혜택도 이용하기 좋고 매장 분위기도 만족스러웠어요.,2026-07-30T11:40:10.134419
113,165,3,dummy,더미 사용자,[더미 리뷰] 보통 정도로 만족했습니다. 위치는 편리했어요.,2026-07-30T11:40:10.134419
114,165,4,dummy,더미 사용자,[더미 리뷰] 전체적으로 만족스러웠어요. 다음에도 이용할 것 같아요.,2026-07-30T11:40:10.134419
115,165,5,dummy,더미 사용자,[더미 리뷰] 혜택도 이용하기 좋고 매장 분위기도 만족스러웠어요.,2026-07-30T11:40:10.134419
116,165,3,dummy,더미 사용자,[더미 리뷰] 보통 정도로 만족했습니다. 위치는 편리했어요.,2026-07-30T11:40:10.134419
117,165,5,dummy,더미 사용자,[더미 리뷰] 혜택도 이용하기 좋고 매장 분위기도 만족스러웠어요.,2026-07-30T11:40:10.134419
118,165,5,dummy,더미 사용자,[더미 리뷰] 혜택도 이용하기 좋고 매장 분위기도 만족스러웠어요.,2026-07-30T11:40:10.134419
1,166,5,user_review,익명 사용자,[실제 리뷰 내용 비공개],2026-07-28T06:59:47.369098
2,166,5,user_review,익명 사용자,[실제 리뷰 내용 비공개],2026-07-28T07:01:11.206332
3,166,2,user_review,익명 사용자,[실제 리뷰 내용 비공개],2026-07-28T07:02:22.551213
4,166,1,user_review,익명 사용자,[실제 리뷰 내용 비공개],2026-07-28T07:02:49.055467
6,166,5,user_review,익명 사용자,[실제 리뷰 내용 비공개],2026-07-28T07:36:47.795875
8,166,5,user_review,익명 사용자,[실제 리뷰 내용 비공개],2026-07-28T07:37:47.687367
10,166,5,user_review,익명 사용자,[실제 리뷰 내용 비공개],2026-07-28T07:39:19.741612
11,166,1,user_review,익명 사용자,[실제 리뷰 내용 비공개],2026-07-28T07:39:28.199016
26,166,5,user_review,익명 사용자,[실제 리뷰 내용 비공개],2026-07-28T07:47:16.350775
119,166,3,dummy,더미 사용자,[더미 리뷰] 무난하게 이용하기 좋았어요. 다음에는 다른 메뉴도 먹어보려 해요.,2026-07-30T11:40:10.134419
120,166,5,dummy,더미 사용자,[더미 리뷰] 혜택도 이용하기 좋고 매장 분위기도 만족스러웠어요.,2026-07-30T11:40:10.134419
121,166,5,dummy,더미 사용자,[더미 리뷰] 재방문하고 싶은 곳이에요. 음식과 서비스가 모두 좋았습니다.,2026-07-30T11:40:10.134419
122,166,4,dummy,더미 사용자,[더미 리뷰] 메뉴가 괜찮고 제휴 혜택도 알차게 느껴졌습니다.,2026-07-30T11:40:10.134419
123,166,5,dummy,더미 사용자,[더미 리뷰] 혜택도 이용하기 좋고 매장 분위기도 만족스러웠어요.,2026-07-30T11:40:10.134419
124,167,4,dummy,더미 사용자,[더미 리뷰] 전체적으로 만족스러웠어요. 다음에도 이용할 것 같아요.,2026-07-30T11:40:10.134419
125,167,4,dummy,더미 사용자,[더미 리뷰] 전체적으로 만족스러웠어요. 다음에도 이용할 것 같아요.,2026-07-30T11:40:10.134419
126,167,4,dummy,더미 사용자,[더미 리뷰] 메뉴가 괜찮고 제휴 혜택도 알차게 느껴졌습니다.,2026-07-30T11:40:10.134419
127,167,3,dummy,더미 사용자,[더미 리뷰] 무난하게 이용하기 좋았어요. 다음에는 다른 메뉴도 먹어보려 해요.,2026-07-30T11:40:10.134419
128,167,4,dummy,더미 사용자,[더미 리뷰] 메뉴가 괜찮고 제휴 혜택도 알차게 느껴졌습니다.,2026-07-30T11:40:10.134419
129,167,3,dummy,더미 사용자,[더미 리뷰] 보통 정도로 만족했습니다. 위치는 편리했어요.,2026-07-30T11:40:10.134419
130,167,5,dummy,더미 사용자,[더미 리뷰] 재방문하고 싶은 곳이에요. 음식과 서비스가 모두 좋았습니다.,2026-07-30T11:40:10.134419
131,168,3,dummy,더미 사용자,[더미 리뷰] 보통 정도로 만족했습니다. 위치는 편리했어요.,2026-07-30T11:40:10.134419
132,168,4,dummy,더미 사용자,[더미 리뷰] 전체적으로 만족스러웠어요. 다음에도 이용할 것 같아요.,2026-07-30T11:40:10.134419
133,168,5,dummy,더미 사용자,[더미 리뷰] 재방문하고 싶은 곳이에요. 음식과 서비스가 모두 좋았습니다.,2026-07-30T11:40:10.134419
134,168,2,dummy,더미 사용자,[더미 리뷰] 혜택은 확인했지만 조금 아쉬운 점이 있었어요.,2026-07-30T11:40:10.134419
135,168,5,dummy,더미 사용자,[더미 리뷰] 재방문하고 싶은 곳이에요. 음식과 서비스가 모두 좋았습니다.,2026-07-30T11:40:10.134419
136,168,3,dummy,더미 사용자,[더미 리뷰] 보통 정도로 만족했습니다. 위치는 편리했어요.,2026-07-30T11:40:10.134419
137,168,4,dummy,더미 사용자,[더미 리뷰] 전체적으로 만족스러웠어요. 다음에도 이용할 것 같아요.,2026-07-30T11:40:10.134419
138,168,5,dummy,더미 사용자,[더미 리뷰] 혜택도 이용하기 좋고 매장 분위기도 만족스러웠어요.,2026-07-30T11:40:10.134419
139,170,4,dummy,더미 사용자,[더미 리뷰] 전체적으로 만족스러웠어요. 다음에도 이용할 것 같아요.,2026-07-30T11:40:10.134419
140,170,3,dummy,더미 사용자,[더미 리뷰] 무난하게 이용하기 좋았어요. 다음에는 다른 메뉴도 먹어보려 해요.,2026-07-30T11:40:10.134419
141,170,3,dummy,더미 사용자,[더미 리뷰] 보통 정도로 만족했습니다. 위치는 편리했어요.,2026-07-30T11:40:10.134419
5,171,5,user_review,익명 사용자,[실제 리뷰 내용 비공개],2026-07-28T07:35:51.347207
19,171,5,user_review,익명 사용자,[실제 리뷰 내용 비공개],2026-07-28T07:44:13.819382
25,171,3,user_review,익명 사용자,[실제 리뷰 내용 비공개],2026-07-28T07:46:28.090153
142,171,5,dummy,더미 사용자,[더미 리뷰] 혜택도 이용하기 좋고 매장 분위기도 만족스러웠어요.,2026-07-30T11:40:10.134419
143,171,5,dummy,더미 사용자,[더미 리뷰] 혜택도 이용하기 좋고 매장 분위기도 만족스러웠어요.,2026-07-30T11:40:10.134419
144,171,5,dummy,더미 사용자,[더미 리뷰] 혜택도 이용하기 좋고 매장 분위기도 만족스러웠어요.,2026-07-30T11:40:10.134419
145,171,3,dummy,더미 사용자,[더미 리뷰] 무난하게 이용하기 좋았어요. 다음에는 다른 메뉴도 먹어보려 해요.,2026-07-30T11:40:10.134419
146,171,2,dummy,더미 사용자,[더미 리뷰] 기대보다는 아쉬웠지만 이용은 가능했습니다.,2026-07-30T11:40:10.134419
147,171,3,dummy,더미 사용자,[더미 리뷰] 보통 정도로 만족했습니다. 위치는 편리했어요.,2026-07-30T11:40:10.134419
148,171,5,dummy,더미 사용자,[더미 리뷰] 혜택도 이용하기 좋고 매장 분위기도 만족스러웠어요.,2026-07-30T11:40:10.134419
149,171,4,dummy,더미 사용자,[더미 리뷰] 전체적으로 만족스러웠어요. 다음에도 이용할 것 같아요.,2026-07-30T11:40:10.134419
150,172,3,dummy,더미 사용자,[더미 리뷰] 보통 정도로 만족했습니다. 위치는 편리했어요.,2026-07-30T11:40:10.134419
151,172,2,dummy,더미 사용자,[더미 리뷰] 기대보다는 아쉬웠지만 이용은 가능했습니다.,2026-07-30T11:40:10.134419
152,172,4,dummy,더미 사용자,[더미 리뷰] 메뉴가 괜찮고 제휴 혜택도 알차게 느껴졌습니다.,2026-07-30T11:40:10.134419
153,172,5,dummy,더미 사용자,[더미 리뷰] 혜택도 이용하기 좋고 매장 분위기도 만족스러웠어요.,2026-07-30T11:40:10.134419
154,172,3,dummy,더미 사용자,[더미 리뷰] 보통 정도로 만족했습니다. 위치는 편리했어요.,2026-07-30T11:40:10.134419
155,172,5,dummy,더미 사용자,[더미 리뷰] 재방문하고 싶은 곳이에요. 음식과 서비스가 모두 좋았습니다.,2026-07-30T11:40:10.134419
156,173,3,dummy,더미 사용자,[더미 리뷰] 보통 정도로 만족했습니다. 위치는 편리했어요.,2026-07-30T11:40:10.134419
157,173,3,dummy,더미 사용자,[더미 리뷰] 무난하게 이용하기 좋았어요. 다음에는 다른 메뉴도 먹어보려 해요.,2026-07-30T11:40:10.134419
158,173,4,dummy,더미 사용자,[더미 리뷰] 전체적으로 만족스러웠어요. 다음에도 이용할 것 같아요.,2026-07-30T11:40:10.134419
159,173,3,dummy,더미 사용자,[더미 리뷰] 보통 정도로 만족했습니다. 위치는 편리했어요.,2026-07-30T11:40:10.134419
160,173,3,dummy,더미 사용자,[더미 리뷰] 무난하게 이용하기 좋았어요. 다음에는 다른 메뉴도 먹어보려 해요.,2026-07-30T11:40:10.134419
161,173,4,dummy,더미 사용자,[더미 리뷰] 전체적으로 만족스러웠어요. 다음에도 이용할 것 같아요.,2026-07-30T11:40:10.134419
162,174,4,dummy,더미 사용자,[더미 리뷰] 전체적으로 만족스러웠어요. 다음에도 이용할 것 같아요.,2026-07-30T11:40:10.134419
163,174,3,dummy,더미 사용자,[더미 리뷰] 무난하게 이용하기 좋았어요. 다음에는 다른 메뉴도 먹어보려 해요.,2026-07-30T11:40:10.134419
164,174,2,dummy,더미 사용자,[더미 리뷰] 기대보다는 아쉬웠지만 이용은 가능했습니다.,2026-07-30T11:40:10.134419
165,174,4,dummy,더미 사용자,[더미 리뷰] 메뉴가 괜찮고 제휴 혜택도 알차게 느껴졌습니다.,2026-07-30T11:40:10.134419
166,175,5,dummy,더미 사용자,[더미 리뷰] 재방문하고 싶은 곳이에요. 음식과 서비스가 모두 좋았습니다.,2026-07-30T11:40:10.134419
167,175,4,dummy,더미 사용자,[더미 리뷰] 전체적으로 만족스러웠어요. 다음에도 이용할 것 같아요.,2026-07-30T11:40:10.134419
168,175,2,dummy,더미 사용자,[더미 리뷰] 혜택은 확인했지만 조금 아쉬운 점이 있었어요.,2026-07-30T11:40:10.134419
169,175,2,dummy,더미 사용자,[더미 리뷰] 기대보다는 아쉬웠지만 이용은 가능했습니다.,2026-07-30T11:40:10.134419
170,175,5,dummy,더미 사용자,[더미 리뷰] 혜택도 이용하기 좋고 매장 분위기도 만족스러웠어요.,2026-07-30T11:40:10.134419
171,176,4,dummy,더미 사용자,[더미 리뷰] 메뉴가 괜찮고 제휴 혜택도 알차게 느껴졌습니다.,2026-07-30T11:40:10.134419
172,176,4,dummy,더미 사용자,[더미 리뷰] 전체적으로 만족스러웠어요. 다음에도 이용할 것 같아요.,2026-07-30T11:40:10.134419
173,176,2,dummy,더미 사용자,[더미 리뷰] 혜택은 확인했지만 조금 아쉬운 점이 있었어요.,2026-07-30T11:40:10.134419
174,176,5,dummy,더미 사용자,[더미 리뷰] 혜택도 이용하기 좋고 매장 분위기도 만족스러웠어요.,2026-07-30T11:40:10.134419
175,176,5,dummy,더미 사용자,[더미 리뷰] 재방문하고 싶은 곳이에요. 음식과 서비스가 모두 좋았습니다.,2026-07-30T11:40:10.134419
176,177,4,dummy,더미 사용자,[더미 리뷰] 전체적으로 만족스러웠어요. 다음에도 이용할 것 같아요.,2026-07-30T11:40:10.134419
177,177,2,dummy,더미 사용자,[더미 리뷰] 혜택은 확인했지만 조금 아쉬운 점이 있었어요.,2026-07-30T11:40:10.134419
178,177,3,dummy,더미 사용자,[더미 리뷰] 보통 정도로 만족했습니다. 위치는 편리했어요.,2026-07-30T11:40:10.134419
179,177,5,dummy,더미 사용자,[더미 리뷰] 혜택도 이용하기 좋고 매장 분위기도 만족스러웠어요.,2026-07-30T11:40:10.134419
180,178,3,dummy,더미 사용자,[더미 리뷰] 보통 정도로 만족했습니다. 위치는 편리했어요.,2026-07-30T11:40:10.134419
181,178,3,dummy,더미 사용자,[더미 리뷰] 보통 정도로 만족했습니다. 위치는 편리했어요.,2026-07-30T11:40:10.134419
182,178,2,dummy,더미 사용자,[더미 리뷰] 기대보다는 아쉬웠지만 이용은 가능했습니다.,2026-07-30T11:40:10.134419
183,178,4,dummy,더미 사용자,[더미 리뷰] 전체적으로 만족스러웠어요. 다음에도 이용할 것 같아요.,2026-07-30T11:40:10.134419
184,178,4,dummy,더미 사용자,[더미 리뷰] 메뉴가 괜찮고 제휴 혜택도 알차게 느껴졌습니다.,2026-07-30T11:40:10.134419
185,178,5,dummy,더미 사용자,[더미 리뷰] 재방문하고 싶은 곳이에요. 음식과 서비스가 모두 좋았습니다.,2026-07-30T11:40:10.134419
186,179,5,dummy,더미 사용자,[더미 리뷰] 혜택도 이용하기 좋고 매장 분위기도 만족스러웠어요.,2026-07-30T11:40:10.134419
187,179,4,dummy,더미 사용자,[더미 리뷰] 메뉴가 괜찮고 제휴 혜택도 알차게 느껴졌습니다.,2026-07-30T11:40:10.134419
188,179,5,dummy,더미 사용자,[더미 리뷰] 재방문하고 싶은 곳이에요. 음식과 서비스가 모두 좋았습니다.,2026-07-30T11:40:10.134419
189,179,5,dummy,더미 사용자,[더미 리뷰] 재방문하고 싶은 곳이에요. 음식과 서비스가 모두 좋았습니다.,2026-07-30T11:40:10.134419
190,179,3,dummy,더미 사용자,[더미 리뷰] 보통 정도로 만족했습니다. 위치는 편리했어요.,2026-07-30T11:40:10.134419
191,180,5,dummy,더미 사용자,[더미 리뷰] 재방문하고 싶은 곳이에요. 음식과 서비스가 모두 좋았습니다.,2026-07-30T11:40:10.134419
192,180,2,dummy,더미 사용자,[더미 리뷰] 혜택은 확인했지만 조금 아쉬운 점이 있었어요.,2026-07-30T11:40:10.134419
193,180,2,dummy,더미 사용자,[더미 리뷰] 기대보다는 아쉬웠지만 이용은 가능했습니다.,2026-07-30T11:40:10.134419
194,181,3,dummy,더미 사용자,[더미 리뷰] 보통 정도로 만족했습니다. 위치는 편리했어요.,2026-07-30T11:40:10.134419
195,181,4,dummy,더미 사용자,[더미 리뷰] 전체적으로 만족스러웠어요. 다음에도 이용할 것 같아요.,2026-07-30T11:40:10.134419
